EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,PerformanceRating,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition,salary_percentile,role_avg_salary,diff_from_role_avg,pay_status,talent_value_flag,salary_quartile,salary_quartile_label,attrition_flag
1837,58,Male,"Research & Development","Research Director",4,15787,3,2,3,3,Yes,No,41.8,16034,-247,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
730,53,Male,"Research & Development","Research Director",4,14814,3,5,3,3,No,No,40.5,16034,-1220,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1424,55,Male,"Research & Development","Research Director",4,14732,3,7,4,4,No,No,39.2,16034,-1302,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1539,50,Male,"Research & Development","Research Director",4,14411,3,32,4,3,Yes,No,38,16034,-1623,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
520,43,Male,"Research & Development","Research Director",4,14336,3,25,2,3,No,No,36.7,16034,-1698,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
901,53,Female,"Research & Development","Research Director",4,14275,3,12,4,3,No,No,35.4,16034,-1759,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1468,40,Male,"Research & Development","Research Director",3,13757,3,9,2,3,No,No,34.2,16034,-2277,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
2017,37,Female,"Research & Development","Research Director",3,13744,4,16,4,3,Yes,No,32.9,16034,-2290,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
337,31,Male,"Research & Development","Research Director",3,13675,3,2,3,3,No,No,31.6,16034,-2359,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
102,37,Male,"Research & Development","Research Director",3,13664,3,5,3,4,No,No,30.4,16034,-2370,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
380,37,Female,"Research & Development","Research Director",3,13603,3,5,4,3,Yes,No,29.1,16034,-2431,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
950,38,Female,"Research & Development","Research Director",3,13582,3,15,1,3,No,No,27.8,16034,-2452,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
126,54,Female,"Research & Development","Research Director",3,13549,3,4,3,1,No,No,26.6,16034,-2485,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1166,40,Female,"Research & Development","Research Director",3,13499,3,18,3,2,No,No,25.3,16034,-2535,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1800,39,Male,"Research & Development","Research Director",3,13464,4,4,3,3,No,No,24.1,16034,-2570,Fair,"Undervalued High Performer",1,"Bottom 25%",0
73,33,Female,"Research & Development","Research Director",3,13458,3,15,4,3,Yes,No,22.8,16034,-2576,Fair,"Undervalued High Performer",1,"Bottom 25%",0
1911,42,Male,"Research & Development","Research Director",3,13348,3,13,1,4,No,No,21.5,16034,-2686,Fair,"Undervalued High Performer",1,"Bottom 25%",0
1656,50,Female,"Research & Development","Research Director",3,13269,3,14,1,3,No,No,20.3,16034,-2765,Fair,"Undervalued High Performer",1,"Bottom 25%",0
101,45,Male,"Research & Development","Research Director",3,13245,3,0,1,4,Yes,No,19,16034,-2789,Fair,"Undervalued High Performer",1,"Bottom 25%",0
2015,38,Female,"Research & Development","Research Director",3,13206,3,18,3,3,No,No,17.7,16034,-2828,Fair,"Undervalued High Performer",1,"Bottom 25%",0
1242,42,Female,"Research & Development","Research Director",3,13191,3,1,1,3,Yes,No,16.5,16034,-2843,Fair,"Undervalued High Performer",1,"Bottom 25%",0
844,27,Male,"Research & Development","Research Director",3,12808,3,9,4,3,Yes,No,15.2,16034,-3226,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
296,51,Male,"Research & Development","Research Director",3,12490,3,10,2,1,No,No,13.9,16034,-3544,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
306,37,Male,"Research & Development","Research Director",3,12185,3,10,4,3,Yes,No,12.7,16034,-3849,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
421,38,Female,"Research & Development","Research Director",3,12061,3,10,2,3,No,No,11.4,16034,-3973,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
28,34,Female,"Research & Development","Research Director",3,11994,3,12,2,3,No,No,10.1,16034,-4040,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
2000,47,Female,"Research & Development","Research Director",3,11957,3,13,2,1,No,No,8.9,16034,-4077,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
564,29,Male,"Research & Development","Research Director",3,11935,3,10,3,3,No,No,7.6,16034,-4099,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
742,36,Female,"Research & Development","Research Director",3,11713,3,8,1,3,No,No,6.3,16034,-4321,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
817,33,Male,"Research & Development","Research Director",3,11691,3,13,3,4,No,No,5.1,16034,-4343,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
461,38,Male,"Research & Development","Research Director",3,11510,3,11,4,3,Yes,No,3.8,16034,-4524,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1015,30,Female,"Research & Development","Research Director",3,11416,3,8,1,2,Yes,No,2.5,16034,-4618,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
727,32,Female,"Research & Development","Research Director",3,11159,3,7,4,3,No,No,1.3,16034,-4875,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
1979,31,Female,"Research & Development","Research Director",3,11031,4,11,3,4,No,No,0,16034,-5003,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
86,45,Male,"Research & Development","Research Scientist",3,9724,3,1,1,3,No,No,100,3240,6484,Overpaid,Normal,4,"Top 25%",0
1847,36,Female,"Research & Development","Research Scientist",2,6962,4,1,2,3,Yes,No,99.7,3240,3722,Overpaid,Normal,4,"Top 25%",0
1830,54,Female,"Research & Development","Research Scientist",2,6854,3,7,4,2,No,No,99.3,3240,3614,Overpaid,Normal,4,"Top 25%",0
691,35,Male,"Research & Development","Research Scientist",2,6646,3,17,4,3,No,No,99,3240,3406,Overpaid,Normal,4,"Top 25%",0
347,42,Female,"Research & Development","Research Scientist",2,6545,3,3,1,3,Yes,No,98.6,3240,3305,Overpaid,Normal,4,"Top 25%",0
679,32,Female,"Research & Development","Research Scientist",2,6322,3,6,4,2,Yes,No,98.3,3240,3082,Overpaid,Normal,4,"Top 25%",0
96,32,Male,"Research & Development","Research Scientist",2,6220,3,10,2,3,No,No,97.9,3240,2980,Overpaid,Normal,4,"Top 25%",0
474,37,Male,"Research & Development","Research Scientist",2,5974,3,7,1,3,Yes,No,97.6,3240,2734,Overpaid,Normal,4,"Top 25%",0
1555,32,Female,"Research & Development","Research Scientist",2,5878,3,7,2,3,No,No,97.3,3240,2638,Overpaid,Normal,4,"Top 25%",0
441,30,Female,"Research & Development","Research Scientist",2,5775,3,10,4,3,No,No,96.9,3240,2535,Overpaid,Normal,4,"Top 25%",0
1932,34,Male,"Research & Development","Research Scientist",2,5747,3,15,4,3,Yes,No,96.6,3240,2507,Overpaid,Normal,4,"Top 25%",0
202,40,Female,"Research & Development","Research Scientist",2,5605,3,20,2,3,No,No,96.2,3240,2365,Overpaid,Normal,4,"Top 25%",0
630,52,Male,"Research & Development","Research Scientist",2,5577,3,10,1,3,Yes,No,95.9,3240,2337,Overpaid,Normal,4,"Top 25%",0
1580,34,Male,"Research & Development","Research Scientist",2,5484,3,2,4,2,No,No,95.5,3240,2244,Overpaid,Normal,4,"Top 25%",0
1671,32,Male,"Research & Development","Research Scientist",2,5470,3,9,2,2,No,No,95.2,3240,2230,Overpaid,Normal,4,"Top 25%",0
1392,41,Female,"Research & Development","Research Scientist",2,5467,3,6,4,2,Yes,No,94.5,3240,2227,Overpaid,Normal,4,"Top 25%",0
1934,47,Male,"Research & Development","Research Scientist",2,5467,3,8,2,4,No,No,94.5,3240,2227,Overpaid,Normal,4,"Top 25%",0
1658,34,Female,"Research & Development","Research Scientist",2,5433,3,11,2,3,No,No,94.2,3240,2193,Overpaid,Normal,4,"Top 25%",0
1998,42,Male,"Research & Development","Research Scientist",2,5410,3,4,1,2,Yes,No,93.8,3240,2170,Overpaid,Normal,4,"Top 25%",0
107,38,Female,"Research & Development","Research Scientist",2,5329,3,13,4,3,Yes,No,93.5,3240,2089,Overpaid,Normal,4,"Top 25%",0
1621,35,Male,"Research & Development","Research Scientist",2,5208,3,16,1,3,No,No,93.1,3240,1968,Overpaid,Normal,4,"Top 25%",0
865,32,Female,"Research & Development","Research Scientist",2,5175,3,5,3,2,No,No,92.8,3240,1935,Overpaid,Normal,4,"Top 25%",0
2,49,Male,"Research & Development","Research Scientist",2,5130,4,10,2,3,No,No,92.4,3240,1890,Overpaid,Normal,4,"Top 25%",0
2008,35,Male,"Research & Development","Research Scientist",2,5098,3,10,3,3,No,No,92.1,3240,1858,Overpaid,Normal,4,"Top 25%",0
439,32,Female,"Research & Development","Research Scientist",2,5055,3,7,4,2,No,No,91.8,3240,1815,Overpaid,Normal,4,"Top 25%",0
1956,31,Male,"Research & Development","Research Scientist",2,5003,4,10,1,3,No,No,91.4,3240,1763,Overpaid,Normal,4,"Top 25%",0
1235,32,Female,"Research & Development","Research Scientist",2,4998,3,8,3,3,Yes,No,91.1,3240,1758,Overpaid,Normal,4,"Top 25%",0
1745,30,Female,"Research & Development","Research Scientist",1,4968,3,9,1,3,No,No,90.7,3240,1728,Overpaid,Normal,4,"Top 25%",0
161,56,Female,"Research & Development","Research Scientist",1,4963,3,5,2,3,Yes,Yes,90.4,3240,1723,Overpaid,Normal,4,"Top 25%",1
433,52,Male,"Research & Development","Research Scientist",2,4941,3,8,2,2,No,Yes,90,3240,1701,Overpaid,Normal,4,"Top 25%",1
1704,35,Male,"Research & Development","Research Scientist",1,4930,3,5,4,4,Yes,No,89.7,3240,1690,Overpaid,Normal,4,"Top 25%",0
1483,57,Male,"Research & Development","Research Scientist",2,4900,4,12,3,2,No,No,89.3,3240,1660,Overpaid,Normal,4,"Top 25%",0
450,54,Female,"Research & Development","Research Scientist",2,4869,3,4,3,2,No,No,89,3240,1629,Overpaid,Normal,4,"Top 25%",0
423,31,Male,"Research & Development","Research Scientist",1,4821,3,5,4,3,Yes,No,88.7,3240,1581,Overpaid,Normal,4,"Top 25%",0
138,34,Female,"Research & Development","Research Scientist",2,4809,3,16,3,3,No,No,88.3,3240,1569,Overpaid,Normal,4,"Top 25%",0
2027,29,Male,"Research & Development","Research Scientist",1,4787,3,2,4,4,Yes,Yes,88,3240,1547,Overpaid,Normal,4,"Top 25%",1
1870,27,Female,"Research & Development","Research Scientist",1,4774,3,7,1,2,No,No,87.6,3240,1534,Overpaid,Normal,4,"Top 25%",0
1940,38,Male,"Research & Development","Research Scientist",1,4771,3,5,4,4,No,No,87.3,3240,1531,Overpaid,Normal,4,"Top 25%",0
171,43,Female,"Research & Development","Research Scientist",1,4739,3,3,3,3,No,No,86.9,3240,1499,Overpaid,Normal,4,"Top 25%",0
1668,38,Male,"Research & Development","Research Scientist",2,4735,3,13,4,4,No,No,86.6,3240,1495,Overpaid,Normal,4,"Top 25%",0
715,37,Male,"Research & Development","Research Scientist",1,4680,3,1,4,3,No,No,86.3,3240,1440,Overpaid,Normal,4,"Top 25%",0
949,36,Male,"Research & Development","Research Scientist",1,4678,3,6,4,3,No,No,85.9,3240,1438,Overpaid,Normal,4,"Top 25%",0
1346,40,Male,"Research & Development","Research Scientist",2,4661,3,9,4,3,No,No,85.6,3240,1421,Overpaid,Normal,4,"Top 25%",0
1080,46,Female,"Research & Development","Research Scientist",2,4615,4,16,1,3,Yes,No,85.2,3240,1375,Overpaid,Normal,4,"Top 25%",0
547,42,Female,"Research & Development","Research Scientist",2,4556,3,5,3,3,No,No,84.9,3240,1316,Overpaid,Normal,4,"Top 25%",0
1225,44,Male,"Research & Development","Research Scientist",2,4541,4,20,4,3,No,No,84.5,3240,1301,Overpaid,Normal,4,"Top 25%",0
1101,33,Female,"Research & Development","Research Scientist",2,4508,4,13,3,3,No,Yes,84.2,3240,1268,Overpaid,Normal,4,"Top 25%",1
151,34,Female,"Research & Development","Research Scientist",2,4505,3,1,2,3,No,No,83.8,3240,1265,Overpaid,Normal,4,"Top 25%",0
397,36,Male,"Research & Development","Research Scientist",2,4485,3,8,2,3,No,No,83.5,3240,1245,Overpaid,Normal,4,"Top 25%",0
1195,45,Female,"Research & Development","Research Scientist",1,4477,3,3,3,2,Yes,No,83.2,3240,1237,Overpaid,Normal,4,"Top 25%",0
529,37,Female,"Research & Development","Research Scientist",2,4449,3,13,3,3,Yes,No,82.8,3240,1209,Overpaid,Normal,4,"Top 25%",0
1180,40,Female,"Research & Development","Research Scientist",2,4422,3,1,4,1,Yes,No,82.5,3240,1182,Overpaid,Normal,4,"Top 25%",0
1707,24,Male,"Research & Development","Research Scientist",1,4401,3,5,3,3,No,No,82.1,3240,1161,Overpaid,Normal,4,"Top 25%",0
828,28,Male,"Research & Development","Research Scientist",1,4382,3,2,3,2,No,Yes,81.8,3240,1142,Overpaid,Normal,4,"Top 25%",1
804,34,Female,"Research & Development","Research Scientist",1,4381,3,6,1,3,No,No,81.4,3240,1141,Overpaid,Normal,4,"Top 25%",0
1976,42,Male,"Research & Development","Research Scientist",2,4332,3,20,3,3,No,No,81.1,3240,1092,Overpaid,Normal,4,"Top 25%",0
193,38,Female,"Research & Development","Research Scientist",2,4317,4,3,3,3,Yes,No,80.8,3240,1077,Overpaid,Normal,4,"Top 25%",0
1543,37,Male,"Research & Development","Research Scientist",2,4285,3,10,4,3,No,No,80.4,3240,1045,Overpaid,Normal,4,"Top 25%",0
1885,37,Male,"Research & Development","Research Scientist",2,4284,4,5,1,3,Yes,No,80.1,3240,1044,Overpaid,Normal,4,"Top 25%",0
791,52,Male,"Research & Development","Research Scientist",1,4258,3,4,4,3,No,No,79.7,3240,1018,Overpaid,Normal,4,"Top 25%",0
241,56,Female,"Research & Development","Research Scientist",1,4257,3,2,1,3,Yes,No,79.4,3240,1017,Overpaid,Normal,4,"Top 25%",0
1350,35,Male,"Research & Development","Research Scientist",2,4249,3,9,3,3,Yes,No,79,3240,1009,Overpaid,Normal,4,"Top 25%",0
2014,39,Male,"Research & Development","Research Scientist",2,4108,3,7,4,3,No,No,78.7,3240,868,Overpaid,Normal,4,"Top 25%",0
1574,32,Male,"Research & Development","Research Scientist",2,4087,3,6,1,2,No,No,78.4,3240,847,Overpaid,Normal,4,"Top 25%",0
1537,31,Female,"Research & Development","Research Scientist",1,4084,3,7,3,1,No,Yes,78,3240,844,Overpaid,Normal,4,"Top 25%",1
1402,43,Female,"Research & Development","Research Scientist",2,4081,3,20,3,1,Yes,No,77.7,3240,841,Overpaid,Normal,4,"Top 25%",0
24,38,Male,"Research & Development","Research Scientist",1,3944,3,3,4,3,Yes,No,77.3,3240,704,Overpaid,Normal,4,"Top 25%",0
1640,37,Female,"Research & Development","Research Scientist",1,3936,3,8,2,1,No,No,77,3240,696,Overpaid,Normal,4,"Top 25%",0
246,31,Female,"Research & Development","Research Scientist",1,3929,4,4,4,3,Yes,No,76.6,3240,689,Overpaid,Normal,4,"Top 25%",0
340,37,Female,"Research & Development","Research Scientist",1,3920,3,3,1,2,No,No,76.3,3240,680,Overpaid,Normal,4,"Top 25%",0
33,32,Female,"Research & Development","Research Scientist",1,3919,4,10,1,3,Yes,Yes,75.9,3240,679,Overpaid,Normal,4,"Top 25%",1
1407,26,Male,"Research & Development","Research Scientist",1,3904,3,4,4,3,No,No,75.3,3240,664,Overpaid,Normal,4,"Top 25%",0
1310,39,Male,"Research & Development","Research Scientist",1,3904,3,5,1,3,No,Yes,75.3,3240,664,Overpaid,Normal,4,"Top 25%",1
1871,39,Male,"Research & Development","Research Scientist",2,3902,3,2,4,3,No,No,74.9,3240,662,Overpaid,Normal,3,"Upper Mid 25%",0
277,34,Male,"Research & Development","Research Scientist",1,3815,3,5,3,4,Yes,No,74.6,3240,575,Fair,Normal,3,"Upper Mid 25%",0
2054,29,Female,"Research & Development","Research Scientist",1,3785,3,5,1,1,No,No,74.2,3240,545,Fair,Normal,3,"Upper Mid 25%",0
861,30,Male,"Research & Development","Research Scientist",1,3761,3,5,4,2,No,No,73.9,3240,521,Fair,Normal,3,"Upper Mid 25%",0
1646,24,Female,"Research & Development","Research Scientist",1,3760,3,6,4,3,Yes,No,73.2,3240,520,Fair,Normal,3,"Upper Mid 25%",0
1249,29,Female,"Research & Development","Research Scientist",1,3760,3,3,4,3,No,No,73.2,3240,520,Fair,Normal,3,"Upper Mid 25%",0
452,45,Male,"Research & Development","Research Scientist",2,3697,3,10,4,3,No,No,72.9,3240,457,Fair,Normal,3,"Upper Mid 25%",0
1257,36,Male,"Research & Development","Research Scientist",1,3692,3,11,2,2,No,No,72.5,3240,452,Fair,Normal,3,"Upper Mid 25%",0
1097,28,Female,"Research & Development","Research Scientist",2,3660,3,8,3,4,No,No,72.2,3240,420,Fair,Normal,3,"Upper Mid 25%",0
649,34,Male,"Research & Development","Research Scientist",1,3622,3,6,4,3,Yes,No,71.8,3240,382,Fair,Normal,3,"Upper Mid 25%",0
964,40,Male,"Research & Development","Research Scientist",1,3617,3,1,2,3,Yes,No,71.5,3240,377,Fair,Normal,3,"Upper Mid 25%",0
1834,28,Female,"Research & Development","Research Scientist",1,3591,4,3,1,3,No,No,71.1,3240,351,Fair,Normal,3,"Upper Mid 25%",0
887,49,Female,"Research & Development","Research Scientist",1,3580,3,4,1,3,No,No,70.8,3240,340,Fair,Normal,3,"Upper Mid 25%",0
1241,30,Male,"Research & Development","Research Scientist",1,3579,4,11,2,3,Yes,No,70.4,3240,339,Fair,Normal,3,"Upper Mid 25%",0
267,37,Male,"Research & Development","Research Scientist",1,3564,3,8,1,2,Yes,No,70.1,3240,324,Fair,Normal,3,"Upper Mid 25%",0
1340,40,Male,"Research & Development","Research Scientist",1,3544,3,4,3,3,No,No,69.8,3240,304,Fair,Normal,3,"Upper Mid 25%",0
1694,55,Male,"Research & Development","Research Scientist",1,3537,3,4,2,3,No,No,69.4,3240,297,Fair,Normal,3,"Upper Mid 25%",0
1647,27,Female,"Research & Development","Research Scientist",1,3517,3,3,3,3,No,No,69.1,3240,277,Fair,Normal,3,"Upper Mid 25%",0
1291,35,Male,"Research & Development","Research Scientist",1,3506,3,3,3,3,Yes,No,68.7,3240,266,Fair,Normal,3,"Upper Mid 25%",0
784,23,Male,"Research & Development","Research Scientist",1,3505,3,2,3,3,No,No,68.4,3240,265,Fair,Normal,3,"Upper Mid 25%",0
440,28,Male,"Research & Development","Research Scientist",1,3464,3,3,4,2,Yes,Yes,68,3240,224,Fair,Normal,3,"Upper Mid 25%",1
995,33,Female,"Research & Development","Research Scientist",1,3452,3,3,4,3,No,No,67.4,3240,212,Fair,Normal,3,"Upper Mid 25%",0
192,45,Male,"Research & Development","Research Scientist",1,3452,3,6,4,2,No,No,67.4,3240,212,Fair,Normal,3,"Upper Mid 25%",0
1751,27,Female,"Research & Development","Research Scientist",1,3445,3,6,4,2,No,No,67,3240,205,Fair,Normal,3,"Upper Mid 25%",0
1720,32,Male,"Research & Development","Research Scientist",1,3433,3,5,3,2,No,No,66.7,3240,193,Fair,Normal,3,"Upper Mid 25%",0
854,25,Male,"Research & Development","Research Scientist",1,3424,3,4,1,2,No,No,66.3,3240,184,Fair,Normal,3,"Upper Mid 25%",0
1438,47,Male,"Research & Development","Research Scientist",1,3420,3,6,4,2,No,No,65.6,3240,180,Fair,Normal,3,"Upper Mid 25%",0
1475,44,Male,"Research & Development","Research Scientist",1,3420,3,5,2,2,No,No,65.6,3240,180,Fair,Normal,3,"Upper Mid 25%",0
51,36,Female,"Research & Development","Research Scientist",1,3419,3,1,1,4,Yes,No,65.3,3240,179,Fair,Normal,3,"Upper Mid 25%",0
90,36,Male,"Research & Development","Research Scientist",1,3388,3,1,3,2,Yes,Yes,64.9,3240,148,Fair,Normal,3,"Upper Mid 25%",1
1085,41,Female,"Research & Development","Research Scientist",1,3376,3,10,3,3,No,No,64.6,3240,136,Fair,Normal,3,"Upper Mid 25%",0
2007,22,Male,"Research & Development","Research Scientist",1,3375,3,3,3,4,No,No,64.3,3240,135,Fair,Normal,3,"Upper Mid 25%",0
702,33,Male,"Research & Development","Research Scientist",1,3348,3,10,1,3,Yes,Yes,63.9,3240,108,Fair,Normal,3,"Upper Mid 25%",1
214,58,Female,"Research & Development","Research Scientist",1,3346,4,1,2,2,Yes,No,63.6,3240,106,Fair,Normal,3,"Upper Mid 25%",0
335,40,Male,"Research & Development","Research Scientist",2,3319,3,9,4,3,No,No,63.2,3240,79,Fair,Normal,3,"Upper Mid 25%",0
1607,32,Female,"Research & Development","Research Scientist",1,3312,3,3,4,3,No,No,62.9,3240,72,Fair,Normal,3,"Upper Mid 25%",0
395,28,Female,"Research & Development","Research Scientist",1,3310,4,5,4,3,No,No,62.5,3240,70,Fair,Normal,3,"Upper Mid 25%",0
21,32,Male,"Research & Development","Research Scientist",1,3298,3,6,2,2,Yes,No,62.2,3240,58,Fair,Normal,3,"Upper Mid 25%",0
1143,29,Female,"Research & Development","Research Scientist",1,3291,3,7,2,2,No,No,61.9,3240,51,Fair,Normal,3,"Upper Mid 25%",0
797,34,Female,"Research & Development","Research Scientist",1,3280,3,4,4,3,No,No,61.5,3240,40,Fair,Normal,3,"Upper Mid 25%",0
379,21,Male,"Research & Development","Research Scientist",1,3230,3,3,3,4,No,No,61.2,3240,-10,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
197,30,Female,"Research & Development","Research Scientist",1,3204,3,3,1,3,No,No,60.8,3240,-36,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1136,28,Male,"Research & Development","Research Scientist",1,3201,3,5,2,1,No,No,60.5,3240,-39,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1798,33,Male,"Research & Development","Research Scientist",1,3143,3,10,1,3,No,No,60.1,3240,-97,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1623,21,Male,"Research & Development","Research Scientist",1,3117,3,2,4,3,No,No,59.8,3240,-123,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
510,26,Male,"Research & Development","Research Scientist",1,3102,4,6,1,3,No,Yes,59.5,3240,-138,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
334,41,Male,"Research & Development","Research Scientist",2,3072,3,1,1,2,No,No,59.1,3240,-168,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1948,31,Male,"Research & Development","Research Scientist",1,3065,3,4,1,4,Yes,No,58.8,3240,-175,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
233,27,Male,"Research & Development","Research Scientist",1,3058,3,5,2,2,Yes,No,58.4,3240,-182,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
773,38,Male,"Research & Development","Research Scientist",1,3057,3,1,3,1,Yes,No,58.1,3240,-183,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1771,33,Male,"Research & Development","Research Scientist",2,3055,3,9,2,2,No,No,57.7,3240,-185,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
231,32,Male,"Research & Development","Research Scientist",1,3038,4,5,3,3,No,No,57.4,3240,-202,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
61,37,Male,"Research & Development","Research Scientist",1,3022,4,1,2,3,No,No,57,3240,-218,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1394,37,Male,"Research & Development","Research Scientist",1,2996,3,6,3,3,Yes,No,56.4,3240,-244,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1431,34,Male,"Research & Development","Research Scientist",1,2996,3,4,1,3,No,No,56.4,3240,-244,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1269,19,Female,"Research & Development","Research Scientist",1,2994,3,1,4,3,Yes,No,56,3240,-246,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1115,34,Male,"Research & Development","Research Scientist",1,2979,3,0,4,3,No,No,55.7,3240,-261,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
2052,35,Female,"Research & Development","Research Scientist",1,2977,3,4,4,3,No,No,55.3,3240,-263,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1577,34,Male,"Research & Development","Research Scientist",1,2972,3,1,4,1,No,No,55,3240,-268,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
31,34,Male,"Research & Development","Research Scientist",1,2960,3,4,1,3,No,Yes,54.6,3240,-280,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
134,32,Male,"Research & Development","Research Scientist",1,2956,3,1,1,3,No,No,54.3,3240,-284,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1071,56,Female,"Research & Development","Research Scientist",1,2942,3,5,3,3,No,No,54,3240,-298,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1200,44,Male,"Research & Development","Research Scientist",1,2936,3,6,3,3,Yes,Yes,53.3,3240,-304,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
1854,42,Male,"Research & Development","Research Scientist",1,2936,4,6,3,2,No,No,53.3,3240,-304,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1893,26,Female,"Research & Development","Research Scientist",1,2933,3,1,3,2,Yes,No,52.9,3240,-307,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1755,34,Male,"Research & Development","Research Scientist",1,2932,3,5,4,3,Yes,No,52.6,3240,-308,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1701,34,Female,"Research & Development","Research Scientist",1,2929,3,10,4,3,No,No,52.2,3240,-311,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
338,33,Female,"Research & Development","Research Scientist",1,2911,3,2,4,2,No,No,51.5,3240,-329,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
16,31,Male,"Research & Development","Research Scientist",1,2911,3,5,3,2,No,No,51.5,3240,-329,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
5,33,Female,"Research & Development","Research Scientist",1,2909,3,8,3,3,Yes,No,51.2,3240,-331,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
465,23,Male,"Research & Development","Research Scientist",1,2904,3,4,4,2,No,No,50.9,3240,-336,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1969,54,Female,"Research & Development","Research Scientist",2,2897,3,4,3,2,No,No,50.5,3240,-343,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
143,25,Male,"Research & Development","Research Scientist",1,2889,3,2,4,3,No,No,50.2,3240,-351,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
560,26,Female,"Research & Development","Research Scientist",1,2886,4,3,4,1,No,No,49.8,3240,-354,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1275,26,Male,"Research & Development","Research Scientist",1,2875,4,8,4,2,Yes,No,49.5,3240,-365,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1729,30,Male,"Research & Development","Research Scientist",1,2862,3,10,4,2,No,No,49.1,3240,-378,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
105,35,Male,"Research & Development","Research Scientist",1,2859,3,6,3,3,No,No,48.8,3240,-381,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1203,22,Male,"Research & Development","Research Scientist",1,2853,3,0,4,3,Yes,Yes,48.5,3240,-387,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
657,20,Female,"Research & Development","Research Scientist",1,2836,3,1,2,4,No,No,48.1,3240,-404,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1060,38,Male,"Research & Development","Research Scientist",1,2821,3,2,3,3,No,No,47.8,3240,-419,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
705,23,Male,"Research & Development","Research Scientist",1,2819,3,3,1,4,No,No,47.4,3240,-421,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
